"","Subject","ExperimentName","absmoney1","rewlos","Srewlos","card.RESP","ydata","cardname","stim"
"11996",7191,"playorpass - Version 1",100,1,1,1,1,"B",2
"11997",7191,"playorpass - Version 1",NA,0,0,3,2,"A",1
"11998",7191,"playorpass - Version 1",-250,-2.5,-1,1,1,"A",1
"11999",7191,"playorpass - Version 1",100,1,1,1,1,"B",2
"12000",7191,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3
"12001",7191,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"12002",7191,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"12003",7191,"playorpass - Version 1",NA,0,0,3,2,"D",4
"12004",7191,"playorpass - Version 1",100,1,1,1,1,"B",2
"12005",7191,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"12006",7191,"playorpass - Version 1",NA,0,0,3,2,"A",1
"12007",7191,"playorpass - Version 1",100,1,1,1,1,"A",1
"12008",7191,"playorpass - Version 1",NA,0,0,NA,2,"D",4
"12009",7191,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"12010",7191,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"12011",7191,"playorpass - Version 1",100,1,1,1,1,"B",2
"12012",7191,"playorpass - Version 1",NA,0,0,3,2,"B",2
"12014",7191,"playorpass - Version 1",NA,0,0,3,2,"B",2
"12015",7191,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"12016",7191,"playorpass - Version 1",-1150,-11.5,-1,1,1,"B",2
"12017",7191,"playorpass - Version 1",-150,-1.5,-1,1,1,"A",1
"12018",7191,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"12019",7191,"playorpass - Version 1",NA,0,0,3,2,"C",3
"12020",7191,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3
"12021",7191,"playorpass - Version 1",-100,-1,-1,1,1,"A",1
"12022",7191,"playorpass - Version 1",-25,-0.25,-1,1,1,"C",3
"12023",7191,"playorpass - Version 1",NA,0,0,3,2,"B",2
"12024",7191,"playorpass - Version 1",100,1,1,1,1,"A",1
"12025",7191,"playorpass - Version 1",100,1,1,1,1,"B",2
"12026",7191,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"12027",7191,"playorpass - Version 1",NA,0,0,3,2,"A",1
"12028",7191,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"12029",7191,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"12030",7191,"playorpass - Version 1",100,1,1,1,1,"B",2
"12031",7191,"playorpass - Version 1",NA,0,0,3,2,"C",3
"12032",7191,"playorpass - Version 1",0,0,0,1,1,"C",3
"12033",7191,"playorpass - Version 1",100,1,1,1,1,"B",2
"12034",7191,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"12035",7191,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"12036",7191,"playorpass - Version 1",NA,0,0,3,2,"A",1
"12037",7191,"playorpass - Version 1",-200,-2,-1,1,1,"A",1
"12038",7191,"playorpass - Version 1",NA,0,0,3,2,"B",2
"12039",7191,"playorpass - Version 1",-50,-0.5,-1,1,1,"A",1
"12040",7191,"playorpass - Version 1",NA,0,0,3,2,"C",3
"12041",7191,"playorpass - Version 1",100,1,1,1,1,"B",2
"12042",7191,"playorpass - Version 1",-200,-2,-1,1,1,"D",4
"12043",7191,"playorpass - Version 1",100,1,1,1,1,"A",1
"12044",7191,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"12045",7191,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"12046",7191,"playorpass - Version 1",NA,0,0,3,2,"C",3
"12047",7191,"playorpass - Version 1",50,0.5,1,1,1,"C",3
"12048",7191,"playorpass - Version 1",100,1,1,1,1,"A",1
"12049",7191,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"12050",7191,"playorpass - Version 1",50,0.5,1,1,1,"D",4
"12051",7191,"playorpass - Version 1",100,1,1,1,1,"B",2
"12052",7191,"playorpass - Version 1",NA,0,0,NA,2,"A",1
"12053",7191,"playorpass - Version 1",100,1,1,1,1,"B",2
"113711",7192,"playorpass - Version 2",NA,0,0,NA,2,"C",4
"113721",7192,"playorpass - Version 2",100,1,1,1,1,"B",1
"113731",7192,"playorpass - Version 2",NA,0,0,3,2,"B",1
"113741",7192,"playorpass - Version 2",100,1,1,1,1,"D",2
"113751",7192,"playorpass - Version 2",NA,0,0,3,2,"D",2
"113761",7192,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"113771",7192,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"113781",7192,"playorpass - Version 2",NA,0,0,3,2,"A",3
"113791",7192,"playorpass - Version 2",100,1,1,1,1,"B",1
"113801",7192,"playorpass - Version 2",NA,0,0,3,2,"B",1
"113811",7192,"playorpass - Version 2",NA,0,0,3,2,"A",3
"113821",7192,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"113831",7192,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"113841",7192,"playorpass - Version 2",100,1,1,1,1,"D",2
"113851",7192,"playorpass - Version 2",NA,0,0,3,2,"D",2
"113861",7192,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"113871",7192,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"113881",7192,"playorpass - Version 2",-50,-0.5,-1,1,1,"B",1
"113891",7192,"playorpass - Version 2",100,1,1,1,1,"D",2
"113901",7192,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"113911",7192,"playorpass - Version 2",0,0,0,1,1,"A",3
"113921",7192,"playorpass - Version 2",100,1,1,1,1,"B",1
"113931",7192,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"113941",7192,"playorpass - Version 2",100,1,1,1,1,"D",2
"113951",7192,"playorpass - Version 2",-200,-2,-1,1,1,"B",1
"113961",7192,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"113971",7192,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"11398",7192,"playorpass - Version 2",100,1,1,1,1,"D",2
"113991",7192,"playorpass - Version 2",100,1,1,1,1,"D",2
"114001",7192,"playorpass - Version 2",0,0,0,1,1,"A",3
"114011",7192,"playorpass - Version 2",100,1,1,1,1,"B",1
"114021",7192,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"114031",7192,"playorpass - Version 2",0,0,0,1,1,"A",3
"114041",7192,"playorpass - Version 2",-100,-1,-1,1,1,"B",1
"114051",7192,"playorpass - Version 2",100,1,1,1,1,"D",2
"114061",7192,"playorpass - Version 2",100,1,1,1,1,"B",1
"114071",7192,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"114081",7192,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"114091",7192,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"114101",7192,"playorpass - Version 2",100,1,1,1,1,"D",2
"114121",7192,"playorpass - Version 2",-200,-2,-1,1,1,"C",4
"114131",7192,"playorpass - Version 2",-1150,-11.5,-1,1,1,"D",2
"114141",7192,"playorpass - Version 2",NA,0,0,3,2,"B",1
"114151",7192,"playorpass - Version 2",NA,0,0,3,2,"D",2
"114161",7192,"playorpass - Version 2",0,0,0,1,1,"A",3
"114171",7192,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"114181",7192,"playorpass - Version 2",-150,-1.5,-1,1,1,"B",1
"114191",7192,"playorpass - Version 2",NA,0,0,3,2,"A",3
"114201",7192,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"114211",7192,"playorpass - Version 2",NA,0,0,3,2,"B",1
"114221",7192,"playorpass - Version 2",-250,-2.5,-1,1,1,"B",1
"114231",7192,"playorpass - Version 2",NA,0,0,3,2,"C",4
"114241",7192,"playorpass - Version 2",100,1,1,1,1,"D",2
"114251",7192,"playorpass - Version 2",NA,0,0,3,2,"D",2
"114261",7192,"playorpass - Version 2",0,0,0,1,1,"A",3
"114271",7192,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"114281",7192,"playorpass - Version 2",NA,0,0,3,2,"A",3
"114291",7192,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"114301",7192,"playorpass - Version 2",100,1,1,1,1,"D",2
"114311",7192,"playorpass - Version 2",100,1,1,1,1,"B",1
"114321",7192,"playorpass - Version 2",NA,0,0,3,2,"B",1
"114331",7192,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"114341",7192,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"114351",7192,"playorpass - Version 2",100,1,1,1,1,"D",2
"114361",7192,"playorpass - Version 2",-250,-2.5,-1,1,1,"B",1
"114371",7192,"playorpass - Version 2",100,1,1,1,1,"B",1
"114381",7192,"playorpass - Version 2",100,1,1,1,1,"D",2
"11439",7192,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"114401",7192,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"114411",7192,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"114421",7192,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"114431",7192,"playorpass - Version 2",-1150,-11.5,-1,1,1,"D",2
"114441",7192,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"114451",7192,"playorpass - Version 2",-150,-1.5,-1,1,1,"B",1
"114461",7192,"playorpass - Version 2",-100,-1,-1,1,1,"B",1
"114471",7192,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"114481",7192,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"114491",7192,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"114501",7192,"playorpass - Version 2",100,1,1,1,1,"D",2
"114511",7192,"playorpass - Version 2",NA,0,0,3,2,"D",2
"114531",7192,"playorpass - Version 2",100,1,1,1,1,"D",2
"114541",7192,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"114551",7192,"playorpass - Version 2",NA,0,0,3,2,"D",2
"114561",7192,"playorpass - Version 2",100,1,1,1,1,"B",1
"114571",7192,"playorpass - Version 2",-200,-2,-1,1,1,"C",4
"114581",7192,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"114591",7192,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"114601",7192,"playorpass - Version 2",-200,-2,-1,1,1,"B",1
"114611",7192,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"114621",7192,"playorpass - Version 2",100,1,1,1,1,"D",2
"114631",7192,"playorpass - Version 2",-50,-0.5,-1,1,1,"B",1
"114641",7192,"playorpass - Version 2",100,1,1,1,1,"D",2
"114651",7192,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"114661",7192,"playorpass - Version 2",100,1,1,1,1,"B",1
"114671",7192,"playorpass - Version 2",NA,0,0,3,2,"A",3
"114681",7192,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"114691",7192,"playorpass - Version 2",NA,0,0,3,2,"D",2
"114701",7192,"playorpass - Version 2",NA,0,0,3,2,"A",3
"114711",7192,"playorpass - Version 2",0,0,0,1,1,"A",3
"114721",7192,"playorpass - Version 2",100,1,1,1,1,"D",2
"114731",7192,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"114741",7192,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"114751",7192,"playorpass - Version 2",100,1,1,1,1,"B",1
"114761",7192,"playorpass - Version 2",NA,0,0,3,2,"B",1
"114771",7192,"playorpass - Version 2",NA,0,0,NA,2,"D",2
"114781",7192,"playorpass - Version 2",100,1,1,1,1,"B",1
"114791",7192,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"11480",7192,"playorpass - Version 2",NA,0,0,3,2,"D",2
"114811",7192,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"114821",7192,"playorpass - Version 2",-200,-2,-1,1,1,"B",1
"114831",7192,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"114841",7192,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"114851",7192,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"114861",7192,"playorpass - Version 2",0,0,0,1,1,"A",3
"114871",7192,"playorpass - Version 2",100,1,1,1,1,"B",1
"114881",7192,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"114891",7192,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"114901",7192,"playorpass - Version 2",NA,0,0,3,2,"D",2
"114911",7192,"playorpass - Version 2",-250,-2.5,-1,1,1,"B",1
"114921",7192,"playorpass - Version 2",100,1,1,1,1,"D",2
"114941",8001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"114951",8001,"playorpass - Version 2",NA,0,0,3,2,"B",1
"114961",8001,"playorpass - Version 2",100,1,1,1,1,"B",1
"114971",8001,"playorpass - Version 2",100,1,1,1,1,"D",2
"114981",8001,"playorpass - Version 2",NA,0,0,3,2,"D",2
"114991",8001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"115001",8001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"115011",8001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"115021",8001,"playorpass - Version 2",100,1,1,1,1,"B",1
"115031",8001,"playorpass - Version 2",-50,-0.5,-1,1,1,"B",1
"115041",8001,"playorpass - Version 2",0,0,0,1,1,"A",3
"115051",8001,"playorpass - Version 2",NA,0,0,3,2,"C",4
"115061",8001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"115071",8001,"playorpass - Version 2",NA,0,0,3,2,"D",2
"115081",8001,"playorpass - Version 2",100,1,1,1,1,"D",2
"115091",8001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"115101",8001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"115111",8001,"playorpass - Version 2",100,1,1,1,1,"B",1
"115121",8001,"playorpass - Version 2",NA,0,0,3,2,"D",2
"115131",8001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"115141",8001,"playorpass - Version 2",NA,0,0,3,2,"A",3
"115151",8001,"playorpass - Version 2",-200,-2,-1,1,1,"B",1
"115161",8001,"playorpass - Version 2",NA,0,0,3,2,"A",3
"115171",8001,"playorpass - Version 2",100,1,1,1,1,"D",2
"115181",8001,"playorpass - Version 2",100,1,1,1,1,"B",1
"115191",8001,"playorpass - Version 2",NA,0,0,3,2,"C",4
"115201",8001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"11521",8001,"playorpass - Version 2",NA,0,0,3,2,"D",2
"115221",8001,"playorpass - Version 2",100,1,1,1,1,"D",2
"115231",8001,"playorpass - Version 2",0,0,0,1,1,"A",3
"115241",8001,"playorpass - Version 2",NA,0,0,3,2,"B",1
"115251",8001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"115261",8001,"playorpass - Version 2",0,0,0,1,1,"A",3
"115271",8001,"playorpass - Version 2",NA,0,0,3,2,"B",1
"115281",8001,"playorpass - Version 2",100,1,1,1,1,"D",2
"115291",8001,"playorpass - Version 2",-100,-1,-1,1,1,"B",1
"115301",8001,"playorpass - Version 2",NA,0,0,3,2,"C",4
"115311",8001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"115321",8001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"115331",8001,"playorpass - Version 2",100,1,1,1,1,"D",2
"115351",8001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"115361",8001,"playorpass - Version 2",NA,0,0,3,2,"D",2
"115371",8001,"playorpass - Version 2",100,1,1,1,1,"B",1
"115381",8001,"playorpass - Version 2",NA,0,0,3,2,"D",2
"115391",8001,"playorpass - Version 2",0,0,0,1,1,"A",3
"115401",8001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"115411",8001,"playorpass - Version 2",-150,-1.5,-1,1,1,"B",1
"115421",8001,"playorpass - Version 2",0,0,0,1,1,"A",3
"115431",8001,"playorpass - Version 2",-200,-2,-1,1,1,"C",4
"115441",8001,"playorpass - Version 2",NA,0,0,3,2,"B",1
"115451",8001,"playorpass - Version 2",-250,-2.5,-1,1,1,"B",1
"115461",8001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"115471",8001,"playorpass - Version 2",NA,0,0,3,2,"D",2
"115481",8001,"playorpass - Version 2",100,1,1,1,1,"D",2
"115491",8001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"115501",8001,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"115511",8001,"playorpass - Version 2",NA,0,0,3,2,"A",3
"115521",8001,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"115531",8001,"playorpass - Version 2",100,1,1,1,1,"D",2
"115541",8001,"playorpass - Version 2",100,1,1,1,1,"B",1
"115551",8001,"playorpass - Version 2",-250,-2.5,-1,1,1,"B",1
"115561",8001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"115571",8001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"115581",8001,"playorpass - Version 2",-1150,-11.5,-1,1,1,"D",2
"115591",8001,"playorpass - Version 2",100,1,1,1,1,"B",1
"115601",8001,"playorpass - Version 2",-150,-1.5,-1,1,1,"B",1
"115611",8001,"playorpass - Version 2",100,1,1,1,1,"D",2
"11562",8001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"115631",8001,"playorpass - Version 2",NA,0,0,3,2,"A",3
"115641",8001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"115651",8001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"115661",8001,"playorpass - Version 2",100,1,1,1,1,"D",2
"115671",8001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"115681",8001,"playorpass - Version 2",-100,-1,-1,1,1,"B",1
"115691",8001,"playorpass - Version 2",NA,0,0,3,2,"B",1
"115701",8001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"115711",8001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"115721",8001,"playorpass - Version 2",NA,0,0,3,2,"A",3
"115731",8001,"playorpass - Version 2",100,1,1,1,1,"D",2
"115741",8001,"playorpass - Version 2",NA,0,0,3,2,"D",2
"115761",8001,"playorpass - Version 2",100,1,1,1,1,"D",2
"115771",8001,"playorpass - Version 2",NA,0,0,3,2,"C",4
"115781",8001,"playorpass - Version 2",-1150,-11.5,-1,1,1,"D",2
"115791",8001,"playorpass - Version 2",NA,0,0,3,2,"B",1
"115801",8001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"115811",8001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"115821",8001,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"115831",8001,"playorpass - Version 2",NA,0,0,3,2,"B",1
"115841",8001,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"115851",8001,"playorpass - Version 2",NA,0,0,3,2,"D",2
"115861",8001,"playorpass - Version 2",NA,0,0,3,2,"B",1
"115871",8001,"playorpass - Version 2",NA,0,0,3,2,"D",2
"115881",8001,"playorpass - Version 2",NA,0,0,3,2,"C",4
"115891",8001,"playorpass - Version 2",100,1,1,1,1,"B",1
"115901",8001,"playorpass - Version 2",NA,0,0,3,2,"A",3
"115911",8001,"playorpass - Version 2",NA,0,0,3,2,"C",4
"115921",8001,"playorpass - Version 2",NA,0,0,3,2,"D",2
"115931",8001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"115941",8001,"playorpass - Version 2",0,0,0,1,1,"A",3
"115951",8001,"playorpass - Version 2",100,1,1,1,1,"D",2
"115961",8001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"115971",8001,"playorpass - Version 2",-200,-2,-1,1,1,"C",4
"115981",8001,"playorpass - Version 2",NA,0,0,3,2,"B",1
"115991",8001,"playorpass - Version 2",-200,-2,-1,1,1,"B",1
"116001",8001,"playorpass - Version 2",100,1,1,1,1,"D",2
"116011",8001,"playorpass - Version 2",-50,-0.5,-1,1,1,"B",1
"116021",8001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"11603",8001,"playorpass - Version 2",NA,0,0,3,2,"D",2
"116041",8001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"116051",8001,"playorpass - Version 2",100,1,1,1,1,"B",1
"116061",8001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"116071",8001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"116081",8001,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"116091",8001,"playorpass - Version 2",0,0,0,1,1,"A",3
"116101",8001,"playorpass - Version 2",NA,0,0,3,2,"B",1
"116111",8001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"116121",8001,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"116131",8001,"playorpass - Version 2",NA,0,0,3,2,"D",2
"116141",8001,"playorpass - Version 2",100,1,1,1,1,"B",1
"116151",8001,"playorpass - Version 2",100,1,1,1,1,"D",2
"116171",8002,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"116181",8002,"playorpass - Version 2",100,1,1,1,1,"B",1
"116191",8002,"playorpass - Version 2",100,1,1,1,1,"B",1
"116201",8002,"playorpass - Version 2",100,1,1,1,1,"D",2
"116211",8002,"playorpass - Version 2",100,1,1,1,1,"D",2
"116221",8002,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"116231",8002,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"116241",8002,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"116251",8002,"playorpass - Version 2",-50,-0.5,-1,1,1,"B",1
"116261",8002,"playorpass - Version 2",100,1,1,1,1,"B",1
"116271",8002,"playorpass - Version 2",0,0,0,1,1,"A",3
"116281",8002,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"116291",8002,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"116301",8002,"playorpass - Version 2",100,1,1,1,1,"D",2
"116311",8002,"playorpass - Version 2",100,1,1,1,1,"D",2
"116321",8002,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"116331",8002,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"116341",8002,"playorpass - Version 2",-200,-2,-1,1,1,"B",1
"116351",8002,"playorpass - Version 2",100,1,1,1,1,"D",2
"116361",8002,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"116371",8002,"playorpass - Version 2",0,0,0,1,1,"A",3
"116381",8002,"playorpass - Version 2",100,1,1,1,1,"B",1
"116391",8002,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"116401",8002,"playorpass - Version 2",100,1,1,1,1,"D",2
"116411",8002,"playorpass - Version 2",-100,-1,-1,1,1,"B",1
"116421",8002,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"116431",8002,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"11644",8002,"playorpass - Version 2",100,1,1,1,1,"D",2
"116451",8002,"playorpass - Version 2",100,1,1,1,1,"D",2
"116461",8002,"playorpass - Version 2",0,0,0,1,1,"A",3
"116471",8002,"playorpass - Version 2",NA,0,0,3,2,"B",1
"116481",8002,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"116491",8002,"playorpass - Version 2",0,0,0,1,1,"A",3
"116501",8002,"playorpass - Version 2",NA,0,0,3,2,"B",1
"116511",8002,"playorpass - Version 2",-1150,-11.5,-1,1,1,"D",2
"116521",8002,"playorpass - Version 2",100,1,1,1,1,"B",1
"116531",8002,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"116541",8002,"playorpass - Version 2",-200,-2,-1,1,1,"C",4
"116551",8002,"playorpass - Version 2",0,0,0,1,1,"A",3
"116561",8002,"playorpass - Version 2",100,1,1,1,1,"D",2
"116581",8002,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"116591",8002,"playorpass - Version 2",100,1,1,1,1,"D",2
"116601",8002,"playorpass - Version 2",-150,-1.5,-1,1,1,"B",1
"116611",8002,"playorpass - Version 2",100,1,1,1,1,"D",2
"116621",8002,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"116631",8002,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"116641",8002,"playorpass - Version 2",-250,-2.5,-1,1,1,"B",1
"116651",8002,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"116661",8002,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"116671",8002,"playorpass - Version 2",NA,0,0,3,2,"B",1
"116681",8002,"playorpass - Version 2",NA,0,0,3,2,"B",1
"116691",8002,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"116701",8002,"playorpass - Version 2",100,1,1,1,1,"D",2
"116711",8002,"playorpass - Version 2",-1150,-11.5,-1,1,1,"D",2
"116721",8002,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"116731",8002,"playorpass - Version 2",NA,0,0,3,2,"A",3
"116741",8002,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"116751",8002,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"116761",8002,"playorpass - Version 2",NA,0,0,3,2,"D",2
"116771",8002,"playorpass - Version 2",NA,0,0,3,2,"B",1
"116781",8002,"playorpass - Version 2",NA,0,0,3,2,"B",1
"116791",8002,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"116801",8002,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"116811",8002,"playorpass - Version 2",NA,0,0,3,2,"D",2
"116821",8002,"playorpass - Version 2",NA,0,0,3,2,"B",1
"116831",8002,"playorpass - Version 2",NA,0,0,3,2,"B",1
"116841",8002,"playorpass - Version 2",NA,0,0,3,2,"D",2
"11685",8002,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"116861",8002,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"116871",8002,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"116881",8002,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"116891",8002,"playorpass - Version 2",NA,0,0,3,2,"D",2
"116901",8002,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"116911",8002,"playorpass - Version 2",NA,0,0,3,2,"B",1
"116921",8002,"playorpass - Version 2",NA,0,0,3,2,"B",1
"116931",8002,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"116941",8002,"playorpass - Version 2",-200,-2,-1,1,1,"C",4
"116951",8002,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"116961",8002,"playorpass - Version 2",NA,0,0,3,2,"D",2
"116971",8002,"playorpass - Version 2",NA,0,0,3,2,"D",2
"116991",8002,"playorpass - Version 2",NA,0,0,3,2,"D",2
"117001",8002,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"117011",8002,"playorpass - Version 2",NA,0,0,3,2,"D",2
"117021",8002,"playorpass - Version 2",100,1,1,1,1,"B",1
"117031",8002,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"117041",8002,"playorpass - Version 2",0,0,0,1,1,"A",3
"117051",8002,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"117061",8002,"playorpass - Version 2",NA,0,0,3,2,"B",1
"117071",8002,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"117081",8002,"playorpass - Version 2",NA,0,0,3,2,"D",2
"117091",8002,"playorpass - Version 2",NA,0,0,3,2,"B",1
"117101",8002,"playorpass - Version 2",NA,0,0,3,2,"D",2
"117111",8002,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"117121",8002,"playorpass - Version 2",NA,0,0,3,2,"B",1
"117131",8002,"playorpass - Version 2",50,0.5,1,1,1,"A",3
"117141",8002,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"117151",8002,"playorpass - Version 2",NA,0,0,3,2,"D",2
"117161",8002,"playorpass - Version 2",0,0,0,1,1,"A",3
"117171",8002,"playorpass - Version 2",-25,-0.25,-1,1,1,"A",3
"117181",8002,"playorpass - Version 2",NA,0,0,3,2,"D",2
"117191",8002,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"117201",8002,"playorpass - Version 2",50,0.5,1,1,1,"C",4
"117211",8002,"playorpass - Version 2",NA,0,0,3,2,"B",1
"117221",8002,"playorpass - Version 2",NA,0,0,3,2,"B",1
"117231",8002,"playorpass - Version 2",NA,0,0,3,2,"D",2
"117241",8002,"playorpass - Version 2",NA,0,0,3,2,"B",1
